-DOCSTART- -X- O
adlaw -X- _ O
ug -X- _ O
gilaomang -X- _ O
moagi -X- _ O
sa -X- _ O
Visayas -X- _ B-LOC
ug -X- _ O
probinsya -X- _ O
sa -X- _ O
Palawan. -X- _ B-LOC
Kon -X- _ O
ugaling -X- _ O
mahimo -X- _ O
kining -X- _ O
bagyo -X- _ O
, -X- _ O
pangalanan -X- _ O
kini -X- _ O
sa -X- _ O
PAGASA -X- _ B-ORG
og -X- _ O
" -X- _ B-OTHER
Betty. -X- _ I-OTHER
" -X- _ I-OTHER
Gilaoman -X- _ O
sab -X- _ O
ang -X- _ O
pag-ulan -X- _ O
tungod -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
LPA -X- _ O
sa -X- _ O
halos -X- _ O
tibuok -X- _ O
Visayas -X- _ B-LOC
, -X- _ O
Mindanao -X- _ B-LOC
ug -X- _ O
bisan -X- _ O
paman -X- _ O
sa -X- _ O
Southern -X- _ B-LOC
Luzon -X- _ I-LOC
nga -X- _ O
posibleng -X- _ O
hinungdan -X- _ O
sa -X- _ O
kalit -X- _ O
nga -X- _ O
pagbaha -X- _ O
ug -X- _ O
pagdahili -X- _ O
sa -X- _ O
yuta -X- _ O
. -X- _ O

PAGASA -X- _ B-ORG
, -X- _ O
GI-ISYU -X- _ O
ANG -X- _ O
EL -X- _ B-OTHER
NIÑO -X- _ I-OTHER
ALERT -X- _ O
SA -X- _ O
NASUD -X- _ O
Gi-isyu -X- _ O
sa -X- _ O
Philippine -X- _ B-ORG
Atmospheric -X- _ I-ORG
, -X- _ I-ORG
Geophysical -X- _ I-ORG
and -X- _ I-ORG
Astronomical -X- _ I-ORG
Services -X- _ I-ORG
Administration -X- _ I-ORG
( -X- _ I-ORG
PAGASA -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
El -X- _ B-OTHER
Niño -X- _ I-OTHER
alert -X- _ O
karong -X- _ O
adlawa -X- _ O
, -X- _ O
May -X- _ O
2 -X- _ O
, -X- _ O
2023. -X- _ O
Gibutyag -X- _ O
nila -X- _ O
nga -X- _ O
mahimong -X- _ O
motungha -X- _ O
sa -X- _ O
umalabot -X- _ O
nga -X- _ O
season -X- _ O
( -X- _ O
June-July-August -X- _ O
) -X- _ O
ang -X- _ O
weather -X- _ O
phenomenon -X- _ O
nga -X- _ O
aduna'y -X- _ O
below-normal -X- _ O
rainfall. -X- _ O
Samtang -X- _ O
aduna'y -X- _ O
negatibong -X- _ O
epekto -X- _ O
ang -X- _ O
El -X- _ B-OTHER
Niño -X- _ I-OTHER
sa -X- _ O
pipila -X- _ O
ka -X- _ O
dapit -X- _ O
sa -X- _ O
nasud -X- _ O
, -X- _ O
mahimong -X- _ O
masinati -X- _ O
sa -X- _ O
kasadpang -X- _ O
bahin -X- _ O
sa -X- _ O
Pilipinas -X- _ B-LOC
ang -X- _ O
above-normal -X- _ O
rainfall -X- _ O
conditions -X- _ O
atol -X- _ O
sa -X- _ O
Southwest -X- _ O
Monsoon -X- _ O
season -X- _ O
( -X- _ O
Habagat -X- _ O
) -X- _ O
. -X- _ O

WALA -X- _ O
KAYO -X- _ O
SA -X- _ O
LOLA -X- _ O
KO -X- _ O
! -X- _ O
' -X- _ O
82-ANYOS -X- _ O
, -X- _ O
NAG-SKYDIVE -X- _ O
SA -X- _ O
SIQUIJOR -X- _ B-LOC
Gipamatud-an -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
82-anyos -X- _ O
nga -X- _ O
lola -X- _ O
nga -X- _ O
wala -X- _ O
sa -X- _ O
edad -X- _ O
ang -X- _ O
adventure -X- _ O
! -X- _ O
Bag-ohay -X- _ O
lang -X- _ O
, -X- _ O
nisulay -X- _ O
pag-skydive -X- _ O
si -X- _ O
Iluminada -X- _ B-PER
Fabroa -X- _ I-PER
, -X- _ O
usa -X- _ O
ka -X- _ O
kalampusan -X- _ O
nga -X- _ O
dili -X- _ O
mabuhat -X- _ O
sa -X- _ O
kadaghanan. -X- _ O
Ginganlan -X- _ O
sab -X- _ O
siya -X- _ O
isip -X- _ O
pinakagulang -X- _ O
nga -X- _ O
skydiver -X- _ O
sukad -X- _ O
sa -X- _ O
Skydive -X- _ O
sa -X- _ O
Siquijor. -X- _ B-LOC
Gibutyag -X- _ O
sa -X- _ O
mountaineer -X- _ O
nga -X- _ O
si -X- _ O
Jeremiah -X- _ B-PER
Navarra -X- _ I-PER
, -X- _ O
apo -X- _ O
ni -X- _ O
Fabroa -X- _ B-PER
, -X- _ O
nga -X- _ O
kanunay -X- _ O
nga -X- _ O
nag-atang -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
adventure -X- _ O
ang -X- _ O
iyang -X- _ O
lola. -X- _ O
Niadtong -X- _ O
December -X- _ O
2022 -X- _ O
, -X- _ O
naabot -X- _ O
sab -X- _ O
ni -X- _ O
Fabroa -X- _ B-PER
ang -X- _ O
kinatas-an -X- _ O
sa -X- _ O
Mt. -X- _ B-LOC
Apo. -X- _ I-LOC
Sumala -X- _ O
pa -X- _ O
niya -X- _ O
, -X- _ O
daghan -X- _ O
pang -X- _ O
ganahan -X- _ O
nga -X- _ O
buhaton -X- _ O
ang -X- _ O
iyang -X- _ O
lola -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
ilang -X- _ O
bucket -X- _ O
list -X- _ O
lakip -X- _ O
na -X- _ O
ang -X- _ O
cliff -X- _ O
diving -X- _ O
ug -X- _ O
canyoneering. -X- _ O
Dugang -X- _ O
pa -X- _ O
ni -X- _ O
Navarra -X- _ B-PER
, -X- _ O
wala'y -X- _ O
gimentinar -X- _ O
nga -X- _ O
tambal -X- _ O
ang -X- _ O
iyang -X- _ O
lola -X- _ O
gawas -X- _ O
sa -X- _ O
multivitamins -X- _ O
ug -X- _ O
eye -X- _ O
drops -X- _ O
. -X- _ O

PINAY -X- _ O
NURSE -X- _ O
SA -X- _ O
AUSTRALIA -X- _ B-LOC
, -X- _ O
NATAKTAK -X- _ O
HUMAN -X- _ O
GIINGONG -X- _ O
GIPASAGDAHAN -X- _ O
ANG -X- _ O
PASYENTE -X- _ O
ARON -X- _ O
MAKA-FACETIME -X- _ O
SA -X- _ O
PAMILYA -X- _ O
Gi-terminate -X- _ O
ang -X- _ O
pagparehistro -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
kanhi -X- _ O
nars -X- _ O
sa -X- _ O
ospital -X- _ O
sa -X- _ O
Australia -X- _ B-LOC
human -X- _ O
napamatud-an -X- _ O
sa -X- _ O
local -X- _ O
nga -X- _ O
korte -X- _ O
nga -X- _ O
iyang -X- _ O
gitangtang -X- _ O
ang -X- _ O
heart -X- _ O
monitor -X- _ O
alarm -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
tigulang -X- _ O
nga -X- _ O
pasyente -X- _ O
aron -X- _ O
makig-FaceTime -X- _ O
sa -X- _ O
iyang -X- _ O
pamilya -X- _ O
sa -X- _ O
Pilipinas. -X- _ B-LOC
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
sa -X- _ O
Australian -X- _ B-ORG
Broadcasting -X- _ I-ORG
Communication -X- _ I-ORG
, -X- _ O
nadiskubrehang -X- _ O
patay -X- _ O
na -X- _ O
pagkahuman -X- _ O
ang -X- _ O
maong -X- _ O
pasyente -X- _ O
sa -X- _ O
Sydney -X- _ B-LOC
's -X- _ I-LOC
Nepean -X- _ I-LOC
Private -X- _ I-LOC
Hospital. -X- _ I-LOC
Nasayran -X- _ O
sa -X- _ O
New -X- _ B-ORG
South -X- _ I-ORG
Wales -X- _ I-ORG
Civil -X- _ I-ORG
and -X- _ I-ORG
Administrative -X- _ I-ORG
Appeals -X- _ I-ORG
Tribunal -X- _ I-ORG
nga -X- _ O
gipalong -X- _ O
ni -X- _ O
Geraldine -X- _ B-PER
Lumbo -X- _ I-PER
Dizon -X- _ I-PER
ang -X- _ O
tingog -X- _ O
sa -X- _ O
vital -X- _ O
signs -X- _ O
monitor -X- _ O
atol -X- _ O
sa -X- _ O
iyang -X- _ O
night -X- _ O
shift -X- _ O
niadtong -X- _ O
July -X- _ O
19 -X- _ O
, -X- _ O
2021. -X- _ O
Human -X- _ O
sa -X- _ O
iyang -X- _ O
66-minute -X- _ O
nga -X- _ O
tawag -X- _ O
sa -X- _ O
FaceTime -X- _ O
, -X- _ O
nakalimot -X- _ O
ang -X- _ O
nars -X- _ O
pagpansak -X- _ O
og -X- _ O
balik -X- _ O
sa -X- _ O
alarm -X- _ O
system -X- _ O
human -X- _ O
sa -X- _ O
iyang -X- _ O
shift. -X- _ O
Matod -X- _ O
pa -X- _ O
sa -X- _ O
tribunal -X- _ O
, -X- _ O
mao -X- _ O
kini -X- _ O
ang -X- _ O
hinungdan -X- _ O
sa -X- _ O
alarma -X- _ O
bahin -X- _ O
sa -X- _ O
nagkagrabe -X- _ O
nga -X- _ O
kondisyon -X- _ O
sa -X- _ O
pasyente -X- _ O
nga -X- _ O
wala -X- _ O
namatikdan -X- _ O
sa -X- _ O
mga -X- _ O
kawani. -X- _ O
Giingong -X- _ O
nagpabaya -X- _ O
ang -X- _ O
nars -X- _ O
sa -X- _ O
pagpahibalo -X- _ O
sa -X- _ O
mga -X- _ O
doktor -X- _ O
nga -X- _ O
aduna'y -X- _ O
irregular -X- _ O
heart -X- _ O
rhythm -X- _ O
ang -X- _ O
85-anyos -X- _ O
nga -X- _ O
pasyente -X- _ O
usa -X- _ O
ka -X- _ O
oras -X- _ O
sa -X- _ O
wala -X- _ O
pa -X- _ O
kini -X- _ O
gideklarar -X- _ O
nga -X- _ O
patay. -X- _ O
Napakyas -X- _ O
sab -X- _ O
siya -X- _ O
sa -X- _ O
paghatag -X- _ O
og -X- _ O
tambal -X- _ O
sa -X- _ O
maong -X- _ O
pasyente -X- _ O
nga -X- _ O
aduna'y -X- _ O
heart -X- _ O
ug -X- _ O
renal -X- _ O
failure. -X- _ O
Nakita -X- _ O
sab -X- _ O
sa -X- _ O
CCTV -X- _ O
nga -X- _ O
kausa -X- _ O
ra -X- _ O
gisusi -X- _ O
sa -X- _ O
nars -X- _ O
ang -X- _ O
maong -X- _ O
pasyente -X- _ O
atol -X- _ O
sa -X- _ O
iyang -X- _ O
10-hour -X- _ O
shift. -X- _ O
Gihukman -X- _ O
sa -X- _ O
korte -X- _ O
si -X- _ O
Dizon -X- _ B-PER
kinsa -X- _ O
sad-an -X- _ O
sa -X- _ O
'professional -X- _ O
misconduct -X- _ O
and -X- _ O
unsatisfactory -X- _ O
professional -X- _ O
conduct. -X- _ O
' -X- _ O
Tungod -X- _ O
niini -X- _ O
, -X- _ O
gisuspinde -X- _ O
og -X- _ O
usa -X- _ O
ka -X- _ O
tuig -X- _ O
ang -X- _ O
iyang -X- _ O
nurse -X- _ O
registration. -X- _ O
Sa -X- _ O
usa -X- _ O
ka -X- _ O
tribunal -X- _ O
hearing -X- _ O
, -X- _ O
gibutyag -X- _ O
ni -X- _ O
Dizon -X- _ B-PER
nga -X- _ O
iyang -X- _ O
gipalong -X- _ O
ang -X- _ O
speaker -X- _ O
aron -X- _ O
makatabang -X- _ O
sa -X- _ O
ubang -X- _ O
" -X- _ O
confused -X- _ O
" -X- _ O
nga -X- _ O
pasyente -X- _ O
kinsa -X- _ O
nagsige -X- _ O
og -X- _ O
bangon -X- _ O
sa -X- _ O
higdaanan -X- _ O
ug -X- _ O
nakaingon -X- _ O
siya -X- _ O
nga -X- _ O
ang -X- _ O
nag-alarm -X- _ O
mao -X- _ O
ang -X- _ O
doorbell. -X- _ O
Giangkon -X- _ O
sab -X- _ O
sa -X- _ O
nars -X- _ O
nga -X- _ O
nagtrabaho -X- _ O
siya -X- _ O
og -X- _ O
upat -X- _ O
ka -X- _ O
10-hour -X- _ O
night -X- _ O
shifts -X- _ O
kada -X- _ O
semana -X- _ O
sa -X- _ O
Nepean -X- _ B-LOC
Public -X- _ I-LOC
Hospital -X- _ I-LOC
ug -X- _ O
tulo -X- _ O
ka -X- _ O
10-hour -X- _ O
shifts -X- _ O
sa -X- _ O
Nepean -X- _ B-LOC
Private -X- _ I-LOC
. -X- _ O

JACKPOT -X- _ O
SA -X- _ O
MEGA -X- _ B-OTHER
LOTTO -X- _ I-OTHER
6 -X- _ I-OTHER
/ -X- _ I-OTHER
45 -X- _ I-OTHER
, -X- _ I-OTHER
MOABOT -X- _ O
NA -X- _ O
SA -X- _ O
KAPIN -X- _ O
P158-M -X- _ O
Gibanabanang -X- _ O
moabot -X- _ O
ngadto -X- _ O
sa -X- _ O
P158 -X- _ O
million -X- _ O
ang -X- _ O
jackpot -X- _ O
sa -X- _ O
Mega -X- _ B-OTHER
Lotto -X- _ I-OTHER
6 -X- _ I-OTHER
/ -X- _ I-OTHER
45 -X- _ I-OTHER
sa -X- _ O
draw -X- _ O
karong -X- _ O
gabii -X- _ O
tungod -X- _ O
wala -X- _ O
pa'y -X- _ O
nakadaog -X- _ O
sa -X- _ O
maong -X- _ O
jackpot -X- _ O
sulod -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
bulan. -X- _ O
Mao -X- _ O
kini -X- _ O
ang -X- _ O
gibutyag -X- _ O
sa -X- _ O
Philippine -X- _ B-ORG
Charity -X- _ I-ORG
Sweepstakes -X- _ I-ORG
Office -X- _ I-ORG
( -X- _ I-ORG
PCSO -X- _ I-ORG
) -X- _ I-ORG
kagahapong -X- _ O
adlawa -X- _ O
, -X- _ O
Apr. -X- _ O
30 -X- _ O
, -X- _ O
2023. -X- _ O
Wala -X- _ O
pa'y -X- _ O
nakadaog -X- _ O
sa -X- _ O
draw -X- _ O
niini -X- _ O
niadtong -X- _ O
Biyernes -X- _ O
sa -X- _ O
gabii -X- _ O
, -X- _ O
nga -X- _ O
aduna'y -X- _ O
winning -X- _ O
combination -X- _ O
nga -X- _ O
27-15-04-42-38-45 -X- _ O
ug -X- _ O
jackpot -X- _ O
nga -X- _ O
P146,353,791.20 -X- _ O
. -X- _ O

PLDT -X- _ B-ORG
, -X- _ I-ORG
GINGANLAN -X- _ O
ISIP -X- _ O
TOP -X- _ O
PH -X- _ B-LOC
INTERNET -X- _ O
SERVICE -X- _ O
PROVIDER -X- _ O
NIADTONG -X- _ O
2022 -X- _ O
Ginganlan -X- _ O
ang -X- _ O
PLDT -X- _ B-ORG
Inc. -X- _ I-ORG
isip -X- _ O
" -X- _ O
fastest -X- _ O
fixed -X- _ O
internet -X- _ O
service -X- _ O
provider -X- _ O
( -X- _ O
ISP -X- _ O
) -X- _ O
" -X- _ O
sa -X- _ O
nasud -X- _ O
sa -X- _ O
lima -X- _ O
ka -X- _ O
sunod-sunod -X- _ O
nga -X- _ O
tuig -X- _ O
sa -X- _ O
tinuig -X- _ O
nga -X- _ O
Ookla -X- _ B-OTHER
Speedtest -X- _ I-OTHER
Awards. -X- _ I-OTHER
Gibutyag -X- _ O
sa -X- _ O
Ookla -X- _ O
nga -X- _ O
nakuha -X- _ O
sa -X- _ O
PLDT -X- _ B-ORG
ang -X- _ O
ilang -X- _ O
pinakataas -X- _ O
nga -X- _ O
speed -X- _ O
score -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
86.52 -X- _ O
, -X- _ O
uban -X- _ O
sa -X- _ O
top -X- _ O
download -X- _ O
speeds -X- _ O
nga -X- _ O
220.86 -X- _ O
Megabits -X- _ O
per -X- _ O
second -X- _ O
( -X- _ O
Mbps -X- _ O
) -X- _ O
ug -X- _ O
top -X- _ O
upload -X- _ O
speeds -X- _ O
nga -X- _ O
260.95 -X- _ O
Mbps -X- _ O
. -X- _ O

Nakita -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
netizen -X- _ O
ang -X- _ O
duha -X- _ O
ka -X- _ O
iro -X- _ O
nga -X- _ O
naglutaw -X- _ O
ug -X- _ O
gigapos -X- _ O
ang -X- _ O
mga -X- _ O
tiil -X- _ O
sa -X- _ O
kadagatan -X- _ O
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Dalaguete -X- _ B-LOC
, -X- _ O
sa -X- _ O
habagatang -X- _ O
bahin -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
niadtong -X- _ O
Domiggo -X- _ O
, -X- _ O
Apr. -X- _ O
30 -X- _ O
, -X- _ O
2023. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
SunStar -X- _ B-ORG
Cebu -X- _ I-ORG
, -X- _ O
niingon -X- _ O
sab -X- _ O
si -X- _ O
Melvan -X- _ B-PER
Carter -X- _ I-PER
nga -X- _ O
aduna -X- _ O
pa'y -X- _ O
higot -X- _ O
ang -X- _ O
usa -X- _ O
sa -X- _ O
mga -X- _ O
iro -X- _ O
. -X- _ O

PABAKUNAHAN -X- _ O
ANG -X- _ O
MGA -X- _ O
ANAK -X- _ O
LABAN -X- _ O
SA -X- _ O
POLIO -X- _ O
, -X- _ O
RUBELLA -X- _ O
AT -X- _ O
TIGDAS -X- _ O
NGAYONG -X- _ O
MAY -X- _ O
1-31 -X- _ O
, -X- _ O
2023 -X- _ O
Ipahigayon -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Heath -X- _ I-ORG
( -X- _ I-ORG
DOH -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
Chikiting -X- _ B-OTHER
Ligtas -X- _ I-OTHER
Campaign -X- _ I-OTHER
karong -X- _ O
May -X- _ O
1-31 -X- _ O
, -X- _ O
2023. -X- _ O
Ipahigayon -X- _ O
ang -X- _ O
maong -X- _ O
kalihukan -X- _ O
aron -X- _ O
masiguro -X- _ O
nga -X- _ O
luwas -X- _ O
ang -X- _ O
mga -X- _ O
Chikiting -X- _ B-ORG
pinaagi -X- _ O
sa -X- _ O
pagpabakuna -X- _ O
batok -X- _ O
Polio -X- _ O
, -X- _ O
Rubella -X- _ O
ug -X- _ O
Tigdas. -X- _ O
Mapanalipdan -X- _ O
ang -X- _ O
mga -X- _ O
Chikiting -X- _ B-ORG
nga -X- _ O
nag-edad -X- _ O
og -X- _ O
0-59 -X- _ O
ka -X- _ O
bulan -X- _ O
batok -X- _ O
polio -X- _ O
ug -X- _ O
mga -X- _ O
batang -X- _ O
nag-edad -X- _ O
og -X- _ O
9-59 -X- _ O
ka -X- _ O
bulan -X- _ O
batok -X- _ O
rubella -X- _ O
ug -X- _ O
tigdas. -X- _ O
Sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
, -X- _ O
matag -X- _ O
Lunes -X- _ O
hangtd -X- _ O
Biyernes -X- _ O
ang -X- _ O
schedule -X- _ O
sa -X- _ O
pagpabakuna. -X- _ O
Samtang -X- _ O
, -X- _ O
aduna'y -X- _ O
ipahigayon -X- _ O
nga -X- _ O
supplemental -X- _ O
immunization -X- _ O
activity -X- _ O
matag -X- _ O
Lunes -X- _ O
ug -X- _ O
Biyernes -X- _ O
alang -X- _ O
sa -X- _ O
age -X- _ O
group -X- _ O
nga -X- _ O
9 -X- _ O
months -X- _ O
- -X- _ O
4 -X- _ O
years -X- _ O
old -X- _ O
ug -X- _ O
11 -X- _ O
years -X- _ O
old -X- _ O

Nihakot -X- _ O
og -X- _ O
medalya -X- _ O
sa -X- _ O
CIVIRAA -X- _ B-ORG
2023 -X- _ I-ORG
ang -X- _ O
magsuong -X- _ O
estudyante -X- _ O
sa -X- _ O
Silliman -X- _ B-LOC
University. -X- _ I-LOC
Ang -X- _ O
magsuon -X- _ O
mao -X- _ O
sila -X- _ O
si -X- _ O
Kacie -X- _ B-PER
Gabrielle -X- _ I-PER
Marcelino -X- _ I-PER
Tionko -X- _ I-PER
, -X- _ O
15 -X- _ O
anyos -X- _ O
, -X- _ O
SUJHS -X- _ B-ORG
student -X- _ O
, -X- _ O
ug -X- _ O
Isabelle -X- _ B-PER
Jae -X- _ I-PER
Tionko -X- _ I-PER
, -X- _ O
11 -X- _ O
anyos -X- _ O
, -X- _ O
6th -X- _ O
Grade -X- _ O
sa -X- _ O
SUES. -X- _ B-ORG
Nakuha -X- _ O
ni -X- _ O
Kacie -X- _ B-PER
ang -X- _ O
5 -X- _ O
gold -X- _ O
medals -X- _ O
sa -X- _ O
Individual -X- _ O
Event -X- _ O
, -X- _ O
1 -X- _ O
gold -X- _ O
medal -X- _ O
ug -X- _ O
1 -X- _ O
silver -X- _ O
medal -X- _ O
sa -X- _ O
team -X- _ O
relay. -X- _ O
Nadaog -X- _ O
ni -X- _ O
Isabelle -X- _ B-PER
Jae -X- _ I-PER
ang -X- _ O
1 -X- _ O
gold -X- _ O
medal -X- _ O
sa -X- _ O
200m -X- _ O
Freestyle -X- _ O
ug -X- _ O
2 -X- _ O
gold -X- _ O
medals -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
relay -X- _ O
events. -X- _ O
Samtang -X- _ O
, -X- _ O
aduna -X- _ O
sab -X- _ O
siya'y -X- _ O
tag-usa -X- _ O
nga -X- _ O
bronze -X- _ O
medal -X- _ O
sa -X- _ O
200m -X- _ O
IM -X- _ O
Bronze -X- _ O
ug -X- _ O
100m -X- _ O
Backstroke -X- _ O
. -X- _ O

BACOLOD -X- _ B-OTHER
CHICKEN -X- _ I-OTHER
INASAL -X- _ I-OTHER
FESTIVAL -X- _ I-OTHER
, -X- _ O
MIBALIK -X- _ O
NA -X- _ O
HUMAN -X- _ O
SA -X- _ O
UPAT -X- _ O
KA -X- _ O
TUIG -X- _ O
Gianunsyo -X- _ O
sa -X- _ O
Bacolod -X- _ B-ORG
City -X- _ I-ORG
Government -X- _ I-ORG
ang -X- _ O
pagbalik -X- _ O
sa -X- _ O
tinuig -X- _ O
nga -X- _ O
kalihukan -X- _ O
nga -X- _ O
Bacolod -X- _ B-OTHER
Chicken -X- _ I-OTHER
Inasal -X- _ I-OTHER
Festival -X- _ I-OTHER
human -X- _ O
ang -X- _ O
upat -X- _ O
ka -X- _ O
tuig -X- _ O
nga -X- _ O
wala -X- _ O
kini -X- _ O
natigayon. -X- _ O
Ipahigayon -X- _ O
ang -X- _ O
maong -X- _ O
pista -X- _ O
sa -X- _ O
tulo -X- _ O
ka -X- _ O
managlahing -X- _ O
dapit -X- _ O
sa -X- _ O
Upper -X- _ B-LOC
East -X- _ I-LOC
, -X- _ I-LOC
North -X- _ I-LOC
Capitol -X- _ I-LOC
Road -X- _ I-LOC
ug -X- _ O
Manokan -X- _ B-LOC
Country -X- _ I-LOC
karong -X- _ O
May -X- _ O
26-28 -X- _ O
, -X- _ O
2023. -X- _ O
Samtang -X- _ O
ipahigayon -X- _ O
ang -X- _ O
opening -X- _ O
ceremony -X- _ O
niini -X- _ O
sa -X- _ O
North -X- _ B-LOC
Capital -X- _ I-LOC
Road. -X- _ I-LOC
Lakip -X- _ O
sa -X- _ O
mga -X- _ O
kalihukan -X- _ O
nga -X- _ O
ipahigayon -X- _ O
sa -X- _ O
maong -X- _ O
kapistahan -X- _ O
ang -X- _ O
tasting -X- _ O
and -X- _ O
pairing -X- _ O
events -X- _ O
, -X- _ O
grand -X- _ O
Inasal -X- _ O
tasting -X- _ O
pavilion -X- _ O
, -X- _ O
Inasal -X- _ O
rewards -X- _ O
, -X- _ O
Barangay -X- _ O
Inasal -X- _ O
cookoff -X- _ O
with -X- _ O
pre-event -X- _ O
workshop -X- _ O
, -X- _ O
ug -X- _ O
longest -X- _ O
Inasal -X- _ O
grilling. -X- _ O
Dugang -X- _ O
pa -X- _ O
, -X- _ O
ganahang -X- _ O
malabwan -X- _ O
sa -X- _ O
kapistahan -X- _ O
karong -X- _ O
tuiga -X- _ O
ang -X- _ O
300 -X- _ O
metros -X- _ O
nga -X- _ O
nakab-ot -X- _ O
sa -X- _ O
niaging -X- _ O
Bacolod -X- _ B-OTHER
Chicken -X- _ I-OTHER
Inasal -X- _ I-OTHER
Festival -X- _ I-OTHER
. -X- _ O

Tulo -X- _ O
ka -X- _ O
Division -X- _ O
sa -X- _ O
probinsya -X- _ O
ang -X- _ O
nalakip -X- _ O
sa -X- _ O
Top -X- _ O
10 -X- _ O
sa -X- _ O
# -X- _ O
CVIRAA2023 -X- _ B-OTHER
final -X- _ O
medal -X- _ O
tally -X- _ O
karong -X- _ O
adlawa -X- _ O
, -X- _ O
Apr. -X- _ O
28 -X- _ O
, -X- _ O
2023. -X- _ O
Anaa -X- _ O
sa -X- _ O
Top -X- _ O
3 -X- _ O
ang -X- _ O
Dumaguete -X- _ B-ORG
City -X- _ I-ORG
Division -X- _ I-ORG
nga -X- _ O
nakakuha -X- _ O
og -X- _ O
38 -X- _ O
gold -X- _ O
medals -X- _ O
, -X- _ O
31 -X- _ O
silver -X- _ O
medals -X- _ O
ug -X- _ O
44 -X- _ O
bronze -X- _ O
medals. -X- _ O
Nakakuha -X- _ O
Bayawan -X- _ B-ORG
City -X- _ I-ORG
Division -X- _ I-ORG
og -X- _ O
23 -X- _ O
gold -X- _ O
medals -X- _ O
, -X- _ O
11 -X- _ O
silver -X- _ O
medals -X- _ O
ug -X- _ O
14 -X- _ O
bronze -X- _ O
medals -X- _ O
diin -X- _ O
anaa -X- _ O
sila -X- _ O
sa -X- _ O
Top -X- _ O
7. -X- _ O
Nabutang -X- _ O
sab -X- _ O
sa -X- _ O
Top -X- _ O
9 -X- _ O
ang -X- _ O
Negros -X- _ B-ORG
Oriental -X- _ I-ORG
Division -X- _ I-ORG
nga -X- _ O
nakakuha -X- _ O
og -X- _ O
18 -X- _ O
gold -X- _ O
medals -X- _ O
, -X- _ O
33 -X- _ O
silver -X- _ O
medals -X- _ O
ug -X- _ O
32 -X- _ O
bronze -X- _ O
medals. -X- _ O
Samtang -X- _ O
, -X- _ O
nakuha -X- _ O
na -X- _ O
sab -X- _ O
sa -X- _ O
Cebu -X- _ B-ORG
City -X- _ I-ORG
Division -X- _ I-ORG
ang -X- _ O
kampeyonato -X- _ O
human -X- _ O
makadaug -X- _ O
og -X- _ O
110 -X- _ O
gold -X- _ O
medals -X- _ O
, -X- _ O
93 -X- _ O
silver -X- _ O
medals -X- _ O
, -X- _ O
ug -X- _ O
84 -X- _ O
bronze -X- _ O
medals. -X- _ O
Gipahigayon -X- _ O
ang -X- _ O
CVIRAA -X- _ B-OTHER
2023 -X- _ I-OTHER
Meet -X- _ I-OTHER
sa -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Cebu -X- _ I-LOC
nga -X- _ O
nahuman -X- _ O
karong -X- _ O
adlawa -X- _ O
. -X- _ O

Nakuha -X- _ O
ni -X- _ O
Janina -X- _ B-PER
Alexandria -X- _ I-PER
Anfone -X- _ I-PER
Lintula -X- _ I-PER
sa -X- _ O
Catherina -X- _ B-ORG
Cittadini -X- _ I-ORG
School -X- _ I-ORG
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
ang -X- _ O
6 -X- _ O
gold -X- _ O
medals -X- _ O
ug -X- _ O
1 -X- _ O
bronze -X- _ O
sa -X- _ O
pipila -X- _ O
ka -X- _ O
swimming -X- _ O
events -X- _ O
sa -X- _ O
CVIRAA -X- _ B-OTHER
2023. -X- _ I-OTHER
Nadaog -X- _ O
niya -X- _ O
ang -X- _ O
gold -X- _ O
medals -X- _ O
sa -X- _ O
50-meter -X- _ O
freestyle -X- _ O
, -X- _ O
100-meter -X- _ O
freestyle -X- _ O
, -X- _ O
50-meter -X- _ O
breaststroke -X- _ O
, -X- _ O
100-meter -X- _ O
breaststroke -X- _ O
, -X- _ O
4x50 -X- _ O
medley -X- _ O
relay -X- _ O
ug -X- _ O
4x50 -X- _ O
relay -X- _ O
free -X- _ O
style. -X- _ O
Samtang -X- _ O
, -X- _ O
nadaog -X- _ O
niya -X- _ O
ang -X- _ O
bronze -X- _ O
medal -X- _ O
